event_id,day_index,hour,site_token,metric_raw,layer,pii_status,dataset
B-00570,3,10,SITE-012,93.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00571,3,12,SITE-012,65.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00572,3,14,SITE-012,54.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00573,3,16,SITE-012,91.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00574,3,18,SITE-012,77.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00575,3,20,SITE-012,81.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00576,3,22,SITE-012,77.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00577,4,0,SITE-001,75.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00578,4,2,SITE-001,88.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00579,4,4,SITE-001,73.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00580,4,6,SITE-001,90.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00581,4,8,SITE-001,49.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00582,4,10,SITE-001,72.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00583,4,12,SITE-001,68.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00584,4,14,SITE-001,74.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00585,4,16,SITE-001,92.93,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00586,4,18,SITE-001,72.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00587,4,20,SITE-001,56.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00588,4,22,SITE-001,93.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00589,4,0,SITE-002,44.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00590,4,2,SITE-002,41.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00591,4,4,SITE-002,79.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00592,4,6,SITE-002,42.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00593,4,8,SITE-002,55.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00594,4,10,SITE-002,85.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00595,4,12,SITE-002,40.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00596,4,14,SITE-002,46.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00597,4,16,SITE-002,60.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00598,4,18,SITE-002,80.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00599,4,20,SITE-002,79.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00600,4,22,SITE-002,58.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00601,4,0,SITE-003,55.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00602,4,2,SITE-003,87.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00603,4,4,SITE-003,60.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00604,4,6,SITE-003,82.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00605,4,8,SITE-003,87.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00606,4,10,SITE-003,87.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00607,4,12,SITE-003,66.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00608,4,14,SITE-003,60.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00609,4,16,SITE-003,57.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00610,4,18,SITE-003,71.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00611,4,20,SITE-003,72.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00612,4,22,SITE-003,67.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00613,4,0,SITE-004,50.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00614,4,2,SITE-004,51.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00615,4,4,SITE-004,58.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00616,4,6,SITE-004,82.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00617,4,8,SITE-004,81.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00618,4,10,SITE-004,85.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00619,4,12,SITE-004,50.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00620,4,14,SITE-004,58.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00621,4,16,SITE-004,72.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00622,4,18,SITE-004,92.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00623,4,20,SITE-004,88.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00624,4,22,SITE-004,48.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00625,4,0,SITE-005,63.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00626,4,2,SITE-005,46.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00627,4,4,SITE-005,87.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00628,4,6,SITE-005,40.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00629,4,8,SITE-005,75.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00630,4,10,SITE-005,62.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00631,4,12,SITE-005,70.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00632,4,14,SITE-005,58.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00633,4,16,SITE-005,79.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00634,4,18,SITE-005,84.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00635,4,20,SITE-005,87.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00636,4,22,SITE-005,72.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00637,4,0,SITE-006,41.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00638,4,2,SITE-006,41.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00639,4,4,SITE-006,75.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00640,4,6,SITE-006,77.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00641,4,8,SITE-006,47.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00642,4,10,SITE-006,76.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00643,4,12,SITE-006,45.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00644,4,14,SITE-006,54.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00645,4,16,SITE-006,74.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00646,4,18,SITE-006,92.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00647,4,20,SITE-006,79.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00648,4,22,SITE-006,93.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00649,4,0,SITE-007,57.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00650,4,2,SITE-007,72.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00651,4,4,SITE-007,53.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00652,4,6,SITE-007,79.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00653,4,8,SITE-007,87.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00654,4,10,SITE-007,89.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00655,4,12,SITE-007,82.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00656,4,14,SITE-007,61.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00657,4,16,SITE-007,89.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00658,4,18,SITE-007,60.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00659,4,20,SITE-007,76.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00660,4,22,SITE-007,55.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00661,4,0,SITE-008,67.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00662,4,2,SITE-008,75.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00663,4,4,SITE-008,68.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00664,4,6,SITE-008,84.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00665,4,8,SITE-008,43.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00666,4,10,SITE-008,70.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00667,4,12,SITE-008,85.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00668,4,14,SITE-008,43.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00669,4,16,SITE-008,58.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00670,4,18,SITE-008,60.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00671,4,20,SITE-008,79.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00672,4,22,SITE-008,86.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00673,4,0,SITE-009,80.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00674,4,2,SITE-009,65.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00675,4,4,SITE-009,47.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00676,4,6,SITE-009,63.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00677,4,8,SITE-009,90.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00678,4,10,SITE-009,89.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00679,4,12,SITE-009,83.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00680,4,14,SITE-009,76.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00681,4,16,SITE-009,59.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00682,4,18,SITE-009,55.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00683,4,20,SITE-009,90.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00684,4,22,SITE-009,70.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00685,4,0,SITE-010,47.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00686,4,2,SITE-010,59.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00687,4,4,SITE-010,63.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00688,4,6,SITE-010,57.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00689,4,8,SITE-010,45.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00690,4,10,SITE-010,73.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00691,4,12,SITE-010,84.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00692,4,14,SITE-010,48.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00693,4,16,SITE-010,53.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00694,4,18,SITE-010,70.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00695,4,20,SITE-010,51.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00696,4,22,SITE-010,87.93,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00697,4,0,SITE-011,93.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00698,4,2,SITE-011,89.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00699,4,4,SITE-011,72.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00700,4,6,SITE-011,75.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00701,4,8,SITE-011,46.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00702,4,10,SITE-011,86.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00703,4,12,SITE-011,45.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00704,4,14,SITE-011,94.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00705,4,16,SITE-011,48.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00706,4,18,SITE-011,86.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00707,4,20,SITE-011,68.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00708,4,22,SITE-011,61.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00709,4,0,SITE-012,60.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00710,4,2,SITE-012,65.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00711,4,4,SITE-012,54.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00712,4,6,SITE-012,79.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00713,4,8,SITE-012,86.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00714,4,10,SITE-012,46.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00715,4,12,SITE-012,54.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00716,4,14,SITE-012,78.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00717,4,16,SITE-012,50.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00718,4,18,SITE-012,67.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00719,4,20,SITE-012,80.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00720,4,22,SITE-012,59.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00721,5,0,SITE-001,51.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00722,5,2,SITE-001,70.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00723,5,4,SITE-001,43.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00724,5,6,SITE-001,89.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00725,5,8,SITE-001,91.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00726,5,10,SITE-001,59.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00727,5,12,SITE-001,83.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00728,5,14,SITE-001,50.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00729,5,16,SITE-001,70.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00730,5,18,SITE-001,67.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00731,5,20,SITE-001,77.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00732,5,22,SITE-001,41.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00733,5,0,SITE-002,68.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00734,5,2,SITE-002,46.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00735,5,4,SITE-002,41.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00736,5,6,SITE-002,77.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00737,5,8,SITE-002,77.45,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00738,5,10,SITE-002,79.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00739,5,12,SITE-002,89.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00740,5,14,SITE-002,55.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00741,5,16,SITE-002,42.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00742,5,18,SITE-002,50.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00743,5,20,SITE-002,75.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00744,5,22,SITE-002,92.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00745,5,0,SITE-003,81.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00746,5,2,SITE-003,52.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00747,5,4,SITE-003,92.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00748,5,6,SITE-003,52.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00749,5,8,SITE-003,74.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00750,5,10,SITE-003,76.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00751,5,12,SITE-003,86.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00752,5,14,SITE-003,43.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00753,5,16,SITE-003,89.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00754,5,18,SITE-003,66.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00755,5,20,SITE-003,91.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00756,5,22,SITE-003,79.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00757,5,0,SITE-004,91.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00758,5,2,SITE-004,73.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00759,5,4,SITE-004,94.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00760,5,6,SITE-004,74.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00761,5,8,SITE-004,58.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00762,5,10,SITE-004,70.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00763,5,12,SITE-004,62.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00764,5,14,SITE-004,51.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00765,5,16,SITE-004,72.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00766,5,18,SITE-004,41.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00767,5,20,SITE-004,84.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00768,5,22,SITE-004,71.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00769,5,0,SITE-005,49.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00770,5,2,SITE-005,66.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00771,5,4,SITE-005,45.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00772,5,6,SITE-005,44.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00773,5,8,SITE-005,82.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00774,5,10,SITE-005,60.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00775,5,12,SITE-005,77.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00776,5,14,SITE-005,41.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00777,5,16,SITE-005,80.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00778,5,18,SITE-005,79.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00779,5,20,SITE-005,71.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00780,5,22,SITE-005,46.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00781,5,0,SITE-006,81.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00782,5,2,SITE-006,80.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00783,5,4,SITE-006,65.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00784,5,6,SITE-006,67.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00785,5,8,SITE-006,87.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00786,5,10,SITE-006,73.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00787,5,12,SITE-006,65.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00788,5,14,SITE-006,64.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00789,5,16,SITE-006,43.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00790,5,18,SITE-006,56.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00791,5,20,SITE-006,49.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00792,5,22,SITE-006,43.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00793,5,0,SITE-007,78.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00794,5,2,SITE-007,100.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00795,5,4,SITE-007,82.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00796,5,6,SITE-007,72.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00797,5,8,SITE-007,43.45,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00798,5,10,SITE-007,46.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00799,5,12,SITE-007,58.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00800,5,14,SITE-007,57.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00801,5,16,SITE-007,90.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00802,5,18,SITE-007,69.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00803,5,20,SITE-007,56.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00804,5,22,SITE-007,60.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00805,5,0,SITE-008,83.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00806,5,2,SITE-008,67.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00807,5,4,SITE-008,54.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00808,5,6,SITE-008,82.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00809,5,8,SITE-008,66.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00810,5,10,SITE-008,59.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00811,5,12,SITE-008,68.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00812,5,14,SITE-008,93.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00813,5,16,SITE-008,89.45,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00814,5,18,SITE-008,83.22,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00815,5,20,SITE-008,69.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00816,5,22,SITE-008,45.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00817,5,0,SITE-009,56.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00818,5,2,SITE-009,80.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00819,5,4,SITE-009,84.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00820,5,6,SITE-009,41.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00821,5,8,SITE-009,81.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00822,5,10,SITE-009,46.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00823,5,12,SITE-009,77.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00824,5,14,SITE-009,70.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00825,5,16,SITE-009,81.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00826,5,18,SITE-009,92.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00827,5,20,SITE-009,91.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00828,5,22,SITE-009,88.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00829,5,0,SITE-010,82.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00830,5,2,SITE-010,50.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00831,5,4,SITE-010,73.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00832,5,6,SITE-010,60.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00833,5,8,SITE-010,40.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00834,5,10,SITE-010,75.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00835,5,12,SITE-010,67.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00836,5,14,SITE-010,70.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00837,5,16,SITE-010,69.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00838,5,18,SITE-010,87.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00839,5,20,SITE-010,56.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00840,5,22,SITE-010,50.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00841,5,0,SITE-011,62.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00842,5,2,SITE-011,79.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00843,5,4,SITE-011,64.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00844,5,6,SITE-011,55.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00845,5,8,SITE-011,86.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00846,5,10,SITE-011,79.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00847,5,12,SITE-011,87.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00848,5,14,SITE-011,61.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00849,5,16,SITE-011,54.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00850,5,18,SITE-011,93.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00851,5,20,SITE-011,50.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00852,5,22,SITE-011,94.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00853,5,0,SITE-012,62.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00854,5,2,SITE-012,62.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
