event_id,day_index,hour,site_token,metric_clean,dq_flag,layer,dataset
S-00607,4,12,SITE-003,65.32,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00608,4,14,SITE-003,60.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00609,4,16,SITE-003,56.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00610,4,18,SITE-003,71.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00611,4,20,SITE-003,71.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00612,4,22,SITE-003,67.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00613,4,0,SITE-004,49.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00614,4,2,SITE-004,51.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00615,4,4,SITE-004,57.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00616,4,6,SITE-004,82.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00617,4,8,SITE-004,80.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00618,4,10,SITE-004,85.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00619,4,12,SITE-004,50.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00620,4,14,SITE-004,58.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00621,4,16,SITE-004,71.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00622,4,18,SITE-004,92.37,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00623,4,20,SITE-004,87.78,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00624,4,22,SITE-004,48.74,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00625,4,0,SITE-005,63.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00626,4,2,SITE-005,45.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00627,4,4,SITE-005,85.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00628,4,6,SITE-005,39.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00629,4,8,SITE-005,74.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00630,4,10,SITE-005,61.19,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00631,4,12,SITE-005,70.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00632,4,14,SITE-005,58.44,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00633,4,16,SITE-005,78.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00634,4,18,SITE-005,84.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00635,4,20,SITE-005,86.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00636,4,22,SITE-005,71.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00637,4,0,SITE-006,41.03,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00638,4,2,SITE-006,40.68,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00639,4,4,SITE-006,74.21,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00640,4,6,SITE-006,76.64,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00641,4,8,SITE-006,46.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00642,4,10,SITE-006,75.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00643,4,12,SITE-006,44.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00644,4,14,SITE-006,54.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00645,4,16,SITE-006,73.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00646,4,18,SITE-006,92.31,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00647,4,20,SITE-006,78.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00648,4,22,SITE-006,92.19,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00649,4,0,SITE-007,56.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00650,4,2,SITE-007,71.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00651,4,4,SITE-007,52.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00652,4,6,SITE-007,77.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00653,4,8,SITE-007,85.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00654,4,10,SITE-007,87.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00655,4,12,SITE-007,81.77,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00656,4,14,SITE-007,60.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00657,4,16,SITE-007,89.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00658,4,18,SITE-007,59.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00659,4,20,SITE-007,76.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00660,4,22,SITE-007,54.58,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00661,4,0,SITE-008,66.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00662,4,2,SITE-008,74.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00663,4,4,SITE-008,68.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00664,4,6,SITE-008,83.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00665,4,8,SITE-008,43.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00666,4,10,SITE-008,70.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00667,4,12,SITE-008,84.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00668,4,14,SITE-008,42.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00669,4,16,SITE-008,57.64,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00670,4,18,SITE-008,59.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00671,4,20,SITE-008,79.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00672,4,22,SITE-008,84.91,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00673,4,0,SITE-009,78.82,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00674,4,2,SITE-009,64.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00675,4,4,SITE-009,46.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00676,4,6,SITE-009,63.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00677,4,8,SITE-009,89.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00678,4,10,SITE-009,89.84,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00679,4,12,SITE-009,82.12,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00680,4,14,SITE-009,75.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00681,4,16,SITE-009,58.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00682,4,18,SITE-009,54.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00683,4,20,SITE-009,90.06,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00684,4,22,SITE-009,69.32,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00685,4,0,SITE-010,46.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00686,4,2,SITE-010,59.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00687,4,4,SITE-010,62.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00688,4,6,SITE-010,57.59,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00689,4,8,SITE-010,45.39,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00690,4,10,SITE-010,73.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00691,4,12,SITE-010,83.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00692,4,14,SITE-010,48.4,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00693,4,16,SITE-010,52.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00694,4,18,SITE-010,69.91,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00695,4,20,SITE-010,51.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00696,4,22,SITE-010,86.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00697,4,0,SITE-011,93.37,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00698,4,2,SITE-011,88.5,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00699,4,4,SITE-011,71.19,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00700,4,6,SITE-011,74.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00701,4,8,SITE-011,45.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00702,4,10,SITE-011,85.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00703,4,12,SITE-011,44.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00704,4,14,SITE-011,94.29,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00705,4,16,SITE-011,48.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00706,4,18,SITE-011,86.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00707,4,20,SITE-011,67.79,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00708,4,22,SITE-011,60.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00709,4,0,SITE-012,60.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00710,4,2,SITE-012,64.86,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00711,4,4,SITE-012,54.09,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00712,4,6,SITE-012,78.65,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00713,4,8,SITE-012,86.21,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00714,4,10,SITE-012,46.68,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00715,4,12,SITE-012,54.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00716,4,14,SITE-012,77.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00717,4,16,SITE-012,49.65,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00718,4,18,SITE-012,67.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00719,4,20,SITE-012,79.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00720,4,22,SITE-012,59.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00721,5,0,SITE-001,51.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00722,5,2,SITE-001,69.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00723,5,4,SITE-001,42.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00724,5,6,SITE-001,87.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00725,5,8,SITE-001,89.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00726,5,10,SITE-001,59.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00727,5,12,SITE-001,82.78,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00728,5,14,SITE-001,49.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00729,5,16,SITE-001,69.87,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00730,5,18,SITE-001,66.09,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00731,5,20,SITE-001,76.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00732,5,22,SITE-001,41.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00733,5,0,SITE-002,68.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00734,5,2,SITE-002,45.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00735,5,4,SITE-002,41.35,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00736,5,6,SITE-002,77.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00737,5,8,SITE-002,76.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00738,5,10,SITE-002,77.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00739,5,12,SITE-002,88.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00740,5,14,SITE-002,55.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00741,5,16,SITE-002,41.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00742,5,18,SITE-002,49.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00743,5,20,SITE-002,74.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00744,5,22,SITE-002,92.35,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00745,5,0,SITE-003,80.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00746,5,2,SITE-003,51.63,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00747,5,4,SITE-003,90.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00748,5,6,SITE-003,51.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00749,5,8,SITE-003,73.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00750,5,10,SITE-003,75.38,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00751,5,12,SITE-003,85.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00752,5,14,SITE-003,43.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00753,5,16,SITE-003,87.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00754,5,18,SITE-003,65.77,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00755,5,20,SITE-003,91.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00756,5,22,SITE-003,78.39,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00757,5,0,SITE-004,89.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00758,5,2,SITE-004,72.95,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00759,5,4,SITE-004,94.03,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00760,5,6,SITE-004,73.82,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00761,5,8,SITE-004,57.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00762,5,10,SITE-004,70.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00763,5,12,SITE-004,61.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00764,5,14,SITE-004,50.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00765,5,16,SITE-004,72.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00766,5,18,SITE-004,40.68,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00767,5,20,SITE-004,83.87,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00768,5,22,SITE-004,70.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00769,5,0,SITE-005,48.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00770,5,2,SITE-005,66.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00771,5,4,SITE-005,45.84,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00772,5,6,SITE-005,43.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00773,5,8,SITE-005,82.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00774,5,10,SITE-005,60.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00775,5,12,SITE-005,76.86,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00776,5,14,SITE-005,40.62,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00777,5,16,SITE-005,79.11,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00778,5,18,SITE-005,78.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00779,5,20,SITE-005,71.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00780,5,22,SITE-005,46.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00781,5,0,SITE-006,80.06,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00782,5,2,SITE-006,79.95,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00783,5,4,SITE-006,64.11,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00784,5,6,SITE-006,66.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00785,5,8,SITE-006,86.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00786,5,10,SITE-006,72.89,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00787,5,12,SITE-006,64.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00788,5,14,SITE-006,63.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00789,5,16,SITE-006,42.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00790,5,18,SITE-006,55.68,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00791,5,20,SITE-006,49.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00792,5,22,SITE-006,42.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00793,5,0,SITE-007,78.25,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00794,5,2,SITE-007,98.57,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00795,5,4,SITE-007,81.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00796,5,6,SITE-007,71.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00797,5,8,SITE-007,42.97,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00798,5,10,SITE-007,46.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00799,5,12,SITE-007,58.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00800,5,14,SITE-007,57.09,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00801,5,16,SITE-007,90.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00802,5,18,SITE-007,68.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00803,5,20,SITE-007,56.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00804,5,22,SITE-007,59.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00805,5,0,SITE-008,82.53,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00806,5,2,SITE-008,67.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00807,5,4,SITE-008,54.23,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00808,5,6,SITE-008,81.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00809,5,8,SITE-008,65.44,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00810,5,10,SITE-008,59.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00811,5,12,SITE-008,67.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00812,5,14,SITE-008,92.05,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00813,5,16,SITE-008,89.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00814,5,18,SITE-008,83.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00815,5,20,SITE-008,68.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00816,5,22,SITE-008,45.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00817,5,0,SITE-009,55.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00818,5,2,SITE-009,79.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00819,5,4,SITE-009,84.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00820,5,6,SITE-009,41.15,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00821,5,8,SITE-009,79.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00822,5,10,SITE-009,45.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00823,5,12,SITE-009,76.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00824,5,14,SITE-009,69.63,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00825,5,16,SITE-009,80.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00826,5,18,SITE-009,92.2,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00827,5,20,SITE-009,89.68,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00828,5,22,SITE-009,88.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00829,5,0,SITE-010,82.65,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00830,5,2,SITE-010,50.12,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00831,5,4,SITE-010,73.35,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00832,5,6,SITE-010,59.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00833,5,8,SITE-010,39.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00834,5,10,SITE-010,75.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00835,5,12,SITE-010,66.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00836,5,14,SITE-010,70.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00837,5,16,SITE-010,68.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00838,5,18,SITE-010,86.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00839,5,20,SITE-010,55.76,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00840,5,22,SITE-010,49.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00841,5,0,SITE-011,61.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00842,5,2,SITE-011,78.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00843,5,4,SITE-011,63.91,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00844,5,6,SITE-011,55.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00845,5,8,SITE-011,85.23,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00846,5,10,SITE-011,79.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00847,5,12,SITE-011,86.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00848,5,14,SITE-011,61.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00849,5,16,SITE-011,54.62,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00850,5,18,SITE-011,92.16,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00851,5,20,SITE-011,49.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00852,5,22,SITE-011,92.98,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00853,5,0,SITE-012,62.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00854,5,2,SITE-012,61.15,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00855,5,4,SITE-012,41.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00856,5,6,SITE-012,76.59,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00857,5,8,SITE-012,92.94,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00858,5,10,SITE-012,52.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00859,5,12,SITE-012,65.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00860,5,14,SITE-012,82.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00861,5,16,SITE-012,83.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00862,5,18,SITE-012,55.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00863,5,20,SITE-012,51.38,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00864,5,22,SITE-012,47.53,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00865,6,0,SITE-001,47.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00866,6,2,SITE-001,74.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00867,6,4,SITE-001,66.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00868,6,6,SITE-001,46.4,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00869,6,8,SITE-001,87.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00870,6,10,SITE-001,41.64,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00871,6,12,SITE-001,75.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00872,6,14,SITE-001,82.72,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00873,6,16,SITE-001,51.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00874,6,18,SITE-001,79.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00875,6,20,SITE-001,58.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00876,6,22,SITE-001,44.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00877,6,0,SITE-002,56.19,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00878,6,2,SITE-002,69.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00879,6,4,SITE-002,74.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00880,6,6,SITE-002,72.62,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00881,6,8,SITE-002,43.65,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00882,6,10,SITE-002,71.79,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00883,6,12,SITE-002,57.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00884,6,14,SITE-002,67.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00885,6,16,SITE-002,84.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00886,6,18,SITE-002,71.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00887,6,20,SITE-002,84.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00888,6,22,SITE-002,66.17,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00889,6,0,SITE-003,50.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00890,6,2,SITE-003,76.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00891,6,4,SITE-003,74.32,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00892,6,6,SITE-003,64.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00893,6,8,SITE-003,41.97,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00894,6,10,SITE-003,74.89,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00895,6,12,SITE-003,91.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00896,6,14,SITE-003,85.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00897,6,16,SITE-003,40.75,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00898,6,18,SITE-003,44.06,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00899,6,20,SITE-003,80.62,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00900,6,22,SITE-003,65.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00901,6,0,SITE-004,61.37,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00902,6,2,SITE-004,75.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00903,6,4,SITE-004,91.59,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00904,6,6,SITE-004,54.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00905,6,8,SITE-004,81.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00906,6,10,SITE-004,62.19,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00907,6,12,SITE-004,49.12,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00908,6,14,SITE-004,78.1,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00909,6,16,SITE-004,60.39,ok,silver,SYNTHETIC_PUBLIC_SAFE
