event_id,day_index,hour,site_token,anomaly_score,is_anomaly,layer,dataset
G-00639,4,4,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00640,4,6,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00641,4,8,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00642,4,10,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00643,4,12,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00644,4,14,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00645,4,16,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00646,4,18,SITE-006,0.687,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00647,4,20,SITE-006,0.002,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00648,4,22,SITE-006,0.775,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00649,4,0,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00650,4,2,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00651,4,4,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00652,4,6,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00653,4,8,SITE-007,0.469,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00654,4,10,SITE-007,0.548,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00655,4,12,SITE-007,0.195,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00656,4,14,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00657,4,16,SITE-007,0.521,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00658,4,18,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00659,4,20,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00660,4,22,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00661,4,0,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00662,4,2,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00663,4,4,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00664,4,6,SITE-008,0.317,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00665,4,8,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00666,4,10,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00667,4,12,SITE-008,0.312,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00668,4,14,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00669,4,16,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00670,4,18,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00671,4,20,SITE-008,0.078,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00672,4,22,SITE-008,0.32,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00673,4,0,SITE-009,0.158,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00674,4,2,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00675,4,4,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00676,4,6,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00677,4,8,SITE-009,0.544,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00678,4,10,SITE-009,0.657,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00679,4,12,SITE-009,0.239,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00680,4,14,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00681,4,16,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00682,4,18,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00683,4,20,SITE-009,0.628,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00684,4,22,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00685,4,0,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00686,4,2,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00687,4,4,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00688,4,6,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00689,4,8,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00690,4,10,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00691,4,12,SITE-010,0.226,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00692,4,14,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00693,4,16,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00694,4,18,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00695,4,20,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00696,4,22,SITE-010,0.513,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00697,4,0,SITE-011,0.726,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00698,4,2,SITE-011,0.602,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00699,4,4,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00700,4,6,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00701,4,8,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00702,4,10,SITE-011,0.355,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00703,4,12,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00704,4,14,SITE-011,0.774,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00705,4,16,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00706,4,18,SITE-011,0.44,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00707,4,20,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00708,4,22,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00709,4,0,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00710,4,2,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00711,4,4,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00712,4,6,SITE-012,0.081,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00713,4,8,SITE-012,0.418,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00714,4,10,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00715,4,12,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00716,4,14,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00717,4,16,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00718,4,18,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00719,4,20,SITE-012,0.028,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00720,4,22,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00721,5,0,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00722,5,2,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00723,5,4,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00724,5,6,SITE-001,0.477,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00725,5,8,SITE-001,0.58,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00726,5,10,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00727,5,12,SITE-001,0.246,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00728,5,14,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00729,5,16,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00730,5,18,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00731,5,20,SITE-001,0.002,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00732,5,22,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00733,5,0,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00734,5,2,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00735,5,4,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00736,5,6,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00737,5,8,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00738,5,10,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00739,5,12,SITE-002,0.583,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00740,5,14,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00741,5,16,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00742,5,18,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00743,5,20,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00744,5,22,SITE-002,0.807,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00745,5,0,SITE-003,0.196,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00746,5,2,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00747,5,4,SITE-003,0.696,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00748,5,6,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00749,5,8,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00750,5,10,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00751,5,12,SITE-003,0.344,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00752,5,14,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00753,5,16,SITE-003,0.56,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00754,5,18,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00755,5,20,SITE-003,0.71,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00756,5,22,SITE-003,0.113,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00757,5,0,SITE-004,0.587,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00758,5,2,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00759,5,4,SITE-004,0.827,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00760,5,6,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00761,5,8,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00762,5,10,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00763,5,12,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00764,5,14,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00765,5,16,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00766,5,18,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00767,5,20,SITE-004,0.323,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00768,5,22,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00769,5,0,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00770,5,2,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00771,5,4,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00772,5,6,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00773,5,8,SITE-005,0.28,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00774,5,10,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00775,5,12,SITE-005,0.022,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00776,5,14,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00777,5,16,SITE-005,0.021,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00778,5,18,SITE-005,0.028,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00779,5,20,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00780,5,22,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00781,5,0,SITE-006,0.081,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00782,5,2,SITE-006,0.091,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00783,5,4,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00784,5,6,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00785,5,8,SITE-006,0.466,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00786,5,10,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00787,5,12,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00788,5,14,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00789,5,16,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00790,5,18,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00791,5,20,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00792,5,22,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00793,5,0,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00794,5,2,SITE-007,0.99,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00795,5,4,SITE-007,0.186,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00796,5,6,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00797,5,8,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00798,5,10,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00799,5,12,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00800,5,14,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00801,5,16,SITE-007,0.702,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00802,5,18,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00803,5,20,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00804,5,22,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00805,5,0,SITE-008,0.344,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00806,5,2,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00807,5,4,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00808,5,6,SITE-008,0.274,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00809,5,8,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00810,5,10,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00811,5,12,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00812,5,14,SITE-008,0.748,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00813,5,16,SITE-008,0.583,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00814,5,18,SITE-008,0.373,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00815,5,20,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00816,5,22,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00817,5,0,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00818,5,2,SITE-009,0.083,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00819,5,4,SITE-009,0.258,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00820,5,6,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00821,5,8,SITE-009,0.194,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00822,5,10,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00823,5,12,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00824,5,14,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00825,5,16,SITE-009,0.227,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00826,5,18,SITE-009,0.825,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00827,5,20,SITE-009,0.543,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00828,5,22,SITE-009,0.454,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00829,5,0,SITE-010,0.227,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00830,5,2,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00831,5,4,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00832,5,6,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00833,5,8,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00834,5,10,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00835,5,12,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00836,5,14,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00837,5,16,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00838,5,18,SITE-010,0.48,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00839,5,20,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00840,5,22,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00841,5,0,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00842,5,2,SITE-011,0.064,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00843,5,4,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00844,5,6,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00845,5,8,SITE-011,0.466,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00846,5,10,SITE-011,0.143,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00847,5,12,SITE-011,0.395,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00848,5,14,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00849,5,16,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00850,5,18,SITE-011,0.733,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00851,5,20,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00852,5,22,SITE-011,0.767,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00853,5,0,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00854,5,2,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00855,5,4,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00856,5,6,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00857,5,8,SITE-012,0.848,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00858,5,10,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00859,5,12,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00860,5,14,SITE-012,0.213,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00861,5,16,SITE-012,0.345,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00862,5,18,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00863,5,20,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00864,5,22,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00865,6,0,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00866,6,2,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00867,6,4,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00868,6,6,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00869,6,8,SITE-001,0.556,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00870,6,10,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00871,6,12,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00872,6,14,SITE-001,0.233,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00873,6,16,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00874,6,18,SITE-001,0.124,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00875,6,20,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00876,6,22,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00877,6,0,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00878,6,2,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00879,6,4,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00880,6,6,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00881,6,8,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00882,6,10,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00883,6,12,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00884,6,14,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00885,6,16,SITE-002,0.32,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00886,6,18,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00887,6,20,SITE-002,0.387,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00888,6,22,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00889,6,0,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00890,6,2,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00891,6,4,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00892,6,6,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00893,6,8,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00894,6,10,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00895,6,12,SITE-003,0.641,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00896,6,14,SITE-003,0.458,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00897,6,16,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00898,6,18,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00899,6,20,SITE-003,0.2,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00900,6,22,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00901,6,0,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00902,6,2,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00903,6,4,SITE-004,0.695,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00904,6,6,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00905,6,8,SITE-004,0.245,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00906,6,10,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00907,6,12,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00908,6,14,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00909,6,16,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00910,6,18,SITE-004,0.769,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00911,6,20,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00912,6,22,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00913,6,0,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00914,6,2,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00915,6,4,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00916,6,6,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00917,6,8,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00918,6,10,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00919,6,12,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00920,6,14,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00921,6,16,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00922,6,18,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00923,6,20,SITE-005,0.537,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00924,6,22,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00925,6,0,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00926,6,2,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00927,6,4,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00928,6,6,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00929,6,8,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00930,6,10,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00931,6,12,SITE-006,0.766,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00932,6,14,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00933,6,16,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00934,6,18,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00935,6,20,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00936,6,22,SITE-006,0.491,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00937,6,0,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00938,6,2,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00939,6,4,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00940,6,6,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00941,6,8,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00942,6,10,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00943,6,12,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00944,6,14,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00945,6,16,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00946,6,18,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00947,6,20,SITE-007,0.003,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00948,6,22,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00949,6,0,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00950,6,2,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00951,6,4,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00952,6,6,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00953,6,8,SITE-008,0.34,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00954,6,10,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00955,6,12,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00956,6,14,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00957,6,16,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00958,6,18,SITE-008,0.444,0,gold,SYNTHETIC_PUBLIC_SAFE
